0.2    0.0
0.312    0.07
0.424    0.18
0.536    0.39
0.648    0.48
0.76    0.46
0.872    0.38
0.984    0.26
1.096    0.12
1.208    0.04
1.32    0.09
1.432    0.03
1.544    0.01
1.656    0.02
1.768    0.0
1.88    0.01
1.992    0.0
2.104    0.0
2.216    0.01
2.328    0.0
2.44    0.0
2.552    0.0
2.664    0.0
2.776    0.0
2.888    0.0
